Id,Nombre,Género,Edad,Promedio_Notas,Asistencia_Clases_pct,TP_Entregados_pct,Trabaja,Tipo_Educacion,Año_Cursado,Materias_Aprobadas_Promedio,Demora_Traslado_min,Nivel_Asistencia,Regular,Indice_Compromiso,Categoria_Riesgo
4109,Martín Álvarez,Masculino,24,5.68,53.6,62.7,No,Privada,5,2,101,Baja,No,5.82,Alto riesgo
4110,Gabriela Álvarez,Femenino,18,8.92,90.2,82.9,No,Pública,4,1,87,Alta,Sí,8.66,Sin riesgo
4111,Víctor Morales,Masculino,18,7.51,60.8,62.0,Sí,Privada,1,4,77,Baja,No,6.14,Sin riesgo
4112,Rodrigo González,Masculino,18,7.05,66.2,53.7,Sí,Privada,1,5,41,Baja,No,6.0,Sin riesgo
4113,Hernán Torres,Masculino,18,5.91,76.0,46.1,Sí,Privada,1,0,53,Alta,No,6.1,Riesgo moderado
4114,César Torres,Masculino,25,8.39,89.1,83.7,Sí,Pública,2,1,116,Alta,Sí,8.64,Sin riesgo
4115,Sebastián Navarro,Masculino,20,5.73,91.9,100.0,Sí,Pública,5,1,16,Alta,Sí,9.6,Sin riesgo
4116,Daniela Álvarez,Femenino,23,8.42,79.2,44.2,No,Privada,1,0,9,Alta,No,6.17,Sin riesgo
4117,Tomás Cabrera,Masculino,20,4.42,70.2,65.6,No,Pública,3,4,74,Baja,No,6.79,Riesgo moderado
4118,Gabriel Ramos,Masculino,28,9.19,97.3,42.4,Sí,Privada,6,4,120,Alta,No,6.98,Sin riesgo
4119,Hernán Rodríguez,Masculino,22,7.0,3.1,97.9,Sí,Pública,4,4,15,Baja,No,5.05,Sin riesgo
4120,Marcos Martínez,Masculino,30,6.63,90.2,77.6,No,Pública,4,3,119,Alta,Sí,8.39,Sin riesgo
4121,Daniela Suárez,Femenino,30,7.67,80.6,100.0,Sí,Pública,5,5,57,Alta,Sí,9.03,Sin riesgo
4122,Martín García,Masculino,24,7.75,68.8,50.3,Sí,Pública,1,3,106,Baja,No,5.96,Sin riesgo
4123,Carlos Ramos,Masculino,19,4.79,50.1,74.2,No,Privada,5,6,59,Baja,No,6.22,Alto riesgo
4124,Marcos Morales,Masculino,23,8.54,72.3,6.6,No,Pública,1,3,78,Baja,No,3.94,Sin riesgo
4125,Valentina Medina,Femenino,30,5.66,63.8,86.5,No,Privada,5,5,83,Baja,No,7.52,Alto riesgo
4126,Hernán Rivera,Masculino,23,9.43,55.2,72.7,No,Pública,1,2,54,Baja,No,6.4,Sin riesgo
4127,Luisa Martínez,Femenino,28,0.0,53.8,66.0,No,Privada,2,3,57,Baja,No,5.99,Alto riesgo
4128,Romina Martínez,Femenino,20,6.08,67.4,97.8,Sí,Pública,3,5,107,Baja,No,8.26,Riesgo moderado
4129,Camila Torres,Femenino,23,8.85,80.7,63.4,Sí,Privada,4,1,59,Alta,No,7.2,Sin riesgo
4130,Florencia Gómez,Femenino,27,6.14,91.9,64.0,No,Privada,1,3,96,Alta,No,7.8,Sin riesgo
4131,Elena Rivera,Femenino,27,4.61,59.2,79.9,No,Pública,3,4,7,Baja,No,6.96,Alto riesgo
4132,Felipe Martínez,Masculino,22,9.77,71.2,88.6,No,Pública,6,5,20,Baja,No,7.99,Sin riesgo
4133,Andrés Aguilar,Masculino,24,7.92,69.6,77.6,Sí,Privada,5,4,49,Baja,No,7.36,Sin riesgo
4134,Daniela Flores,Femenino,19,6.74,75.7,81.9,No,Privada,4,3,85,Alta,Sí,7.88,Riesgo moderado
4135,Florencia Suárez,Femenino,26,6.39,90.5,62.4,Sí,Pública,6,2,40,Alta,No,7.64,Sin riesgo
4136,Martín Pérez,Masculino,25,5.95,77.7,68.8,No,Privada,1,5,23,Alta,No,7.32,Riesgo moderado
4137,Luisa Gómez,Femenino,20,9.89,92.3,51.8,No,Pública,5,2,8,Alta,No,7.2,Sin riesgo
4138,Gabriela Rodríguez,Femenino,25,4.81,75.9,80.8,Sí,Pública,3,5,63,Alta,Sí,7.83,Riesgo moderado
4139,Sebastián García,Masculino,26,5.89,80.2,53.3,No,Pública,2,0,93,Alta,No,6.68,Sin riesgo
4140,Juan Gómez,Masculino,20,6.91,71.9,40.1,No,Privada,3,1,95,Baja,No,5.6,Riesgo moderado
4141,Valeria Molina,Femenino,20,6.87,48.3,96.0,No,Pública,1,2,16,Baja,No,7.22,Riesgo moderado
4142,Elena Medina,Femenino,19,6.83,96.2,58.4,Sí,Privada,2,4,67,Alta,No,7.73,Sin riesgo
4143,Daniela Vargas,Femenino,25,5.05,82.0,51.8,No,Privada,2,2,60,Alta,No,6.69,Sin riesgo
4144,Beatriz Vega,Femenino,27,4.87,91.0,56.1,Sí,Pública,5,0,31,Alta,No,7.36,Sin riesgo
4145,Eduardo Medina,Masculino,18,5.53,53.0,59.8,No,Privada,3,1,72,Baja,No,5.64,Alto riesgo
4146,Andrés Vargas,Masculino,25,9.49,95.3,68.5,No,Privada,1,2,28,Alta,No,8.19,Sin riesgo
4147,Gabriel Ortega,Masculino,24,4.68,59.4,44.2,Sí,Pública,6,1,85,Baja,No,5.18,Alto riesgo
4148,Emilia Rodríguez,Femenino,24,8.54,62.8,43.2,Sí,Pública,6,1,30,Baja,No,5.3,Sin riesgo
4149,Pablo Herrera,Masculino,20,8.55,52.7,57.6,No,Pública,2,5,86,Baja,No,5.52,Sin riesgo
4150,Gabriela Cabrera,Femenino,18,8.86,98.3,57.7,No,Privada,5,2,26,Alta,No,7.8,Sin riesgo
4151,Verónica Sánchez,Femenino,21,0.0,92.6,47.1,Sí,Privada,6,2,74,Alta,No,6.98,Sin riesgo
4152,Andrés González,Masculino,26,5.58,95.7,64.3,Sí,Pública,2,6,23,Alta,No,8.0,Sin riesgo
4153,Martín Castro,Masculino,22,5.35,92.4,57.0,No,Pública,3,3,105,Alta,No,7.47,Sin riesgo
4154,Diana Vega,Femenino,18,6.79,74.0,41.6,No,Privada,1,6,38,Baja,No,5.78,Riesgo moderado
4155,Diana Gómez,Femenino,22,5.59,96.2,93.1,No,Pública,4,2,15,Alta,Sí,9.46,Sin riesgo
4156,Romina Ortega,Femenino,30,8.41,98.5,93.2,No,Privada,1,2,92,Alta,Sí,9.58,Sin riesgo
4157,Emilio Morales,Masculino,25,7.82,81.2,52.6,No,Privada,4,2,49,Alta,No,6.69,Sin riesgo
4158,Miguel Morales,Masculino,25,9.25,58.8,49.8,Sí,Privada,1,3,41,Baja,No,5.43,Sin riesgo
4159,Felipe Herrera,Masculino,22,4.5,82.9,72.8,No,Pública,4,4,27,Alta,Sí,7.78,Sin riesgo
4160,Valentina González,Femenino,29,9.49,98.8,77.8,No,Privada,3,1,44,Alta,Sí,8.83,Sin riesgo
4161,Ana Vargas,Femenino,26,5.76,93.6,97.5,Sí,Privada,3,5,47,Alta,Sí,9.56,Sin riesgo
4162,Agustín Ortega,Masculino,18,6.94,93.1,62.6,No,Privada,5,3,8,Alta,No,7.78,Sin riesgo
4163,Valentín Navarro,Masculino,21,6.63,96.7,77.1,No,Pública,4,0,86,Alta,Sí,8.69,Sin riesgo
4164,Luisa Aguilar,Femenino,20,8.56,94.7,92.7,No,Pública,2,4,98,Alta,Sí,9.37,Sin riesgo
4165,Felipe Muñoz,Masculino,19,6.52,88.8,67.0,No,Privada,3,5,19,Alta,No,7.79,Sin riesgo
4166,Martina Molina,Femenino,25,9.66,85.9,47.3,No,Pública,4,2,105,Alta,No,6.66,Sin riesgo
4167,Julia Herrera,Femenino,24,9.42,60.4,62.6,Sí,Privada,2,0,27,Baja,No,6.15,Sin riesgo
4168,Daniela Pérez,Femenino,26,9.23,81.1,48.2,No,Pública,1,5,16,Alta,No,6.47,Sin riesgo
4169,Felipe Vargas,Masculino,19,4.43,76.1,41.0,Sí,Pública,2,6,72,Alta,No,5.86,Riesgo moderado
4170,Rafael Ortega,Masculino,21,9.13,93.1,85.1,No,Pública,4,0,72,Alta,Sí,8.91,Sin riesgo
4171,Damián Suárez,Masculino,23,8.69,74.6,54.3,No,Privada,4,6,56,Baja,No,6.44,Sin riesgo
4172,María Ortega,Femenino,28,4.62,56.4,40.1,No,Pública,2,2,45,Baja,No,4.82,Alto riesgo
4173,Gabriela Ramos,Femenino,20,4.64,50.2,92.3,Sí,Pública,2,6,109,Baja,No,7.12,Alto riesgo
4174,Javier Ortega,Masculino,25,4.61,83.9,66.6,Sí,Pública,6,4,82,Alta,No,7.52,Sin riesgo
4175,Martina Rodríguez,Femenino,20,4.07,38.4,54.3,No,Pública,3,5,63,Baja,No,4.64,Alto riesgo
4176,Hernán Martínez,Masculino,29,7.29,66.5,55.8,No,Pública,4,5,62,Baja,No,6.12,Sin riesgo
4177,Javier Martínez,Masculino,30,9.84,58.4,54.4,Sí,Pública,3,0,63,Baja,No,5.64,Sin riesgo
4178,Damián Torres,Masculino,30,6.63,73.3,51.7,Sí,Privada,3,0,76,Baja,No,6.25,Riesgo moderado
4179,Ignacio Ramos,Masculino,19,7.24,55.0,90.5,No,Pública,1,3,27,Baja,No,7.28,Sin riesgo
4180,Santiago Ramírez,Masculino,30,9.81,66.8,50.2,No,Pública,4,1,5,Baja,No,5.85,Sin riesgo
4181,Pablo Rodríguez,Masculino,30,5.53,69.0,73.7,No,Pública,3,3,60,Baja,No,7.14,Alto riesgo
4182,Santiago Gómez,Masculino,20,9.15,73.3,44.6,Sí,Privada,1,6,79,Baja,No,5.9,Sin riesgo
4183,Isabel López,Femenino,28,7.28,73.3,97.0,No,Pública,6,2,95,Baja,No,8.52,Sin riesgo
4184,Valeria González,Femenino,23,7.42,62.9,76.2,No,Pública,3,3,8,Baja,No,6.96,Sin riesgo
4185,Diana Herrera,Femenino,19,6.06,92.5,94.2,Sí,Pública,3,2,33,Alta,Sí,9.33,Sin riesgo
4186,Isabel Martínez,Femenino,25,7.37,67.8,63.9,No,Privada,6,4,21,Baja,No,6.58,Sin riesgo
4187,Bruno Gómez,Masculino,18,4.44,61.5,88.6,No,Pública,4,1,53,Baja,No,7.5,Alto riesgo
4188,Valentín Torres,Masculino,24,8.59,58.8,91.2,Sí,Pública,2,2,87,Baja,No,7.5,Sin riesgo
4189,Ignacio García,Masculino,19,5.71,66.1,82.2,No,Privada,6,5,113,Baja,No,7.42,Alto riesgo
4190,Valentín Cabrera,Masculino,27,9.33,53.4,45.6,No,Pública,2,5,55,Baja,No,4.95,Sin riesgo
4191,Romina Torres,No informado,29,6.21,51.6,41.0,Sí,Pública,4,5,53,Baja,No,4.63,Riesgo moderado
4192,Bruno Muñoz,Masculino,23,0.0,80.3,50.1,Sí,Pública,2,5,28,Alta,No,6.52,Sin riesgo
4193,Juan Torres,Masculino,29,8.18,81.0,47.1,Sí,Pública,5,3,120,Alta,No,6.4,Sin riesgo
4194,Rafael Medina,Masculino,19,4.99,76.5,83.5,No,Privada,2,4,48,Alta,Sí,8.0,Riesgo moderado
4195,Carolina Muñoz,Femenino,19,8.52,88.1,73.4,Sí,Pública,6,2,120,Alta,Sí,8.07,Sin riesgo
4196,Valentín Cabrera,No informado,27,9.81,52.0,71.6,No,Pública,3,1,114,Baja,No,6.18,Sin riesgo
4197,Jimena González,Femenino,30,8.68,96.8,55.2,No,Pública,3,2,45,Alta,No,7.6,Sin riesgo
4198,Beatriz Álvarez,Femenino,25,4.13,67.8,49.3,No,Pública,1,1,61,Baja,No,5.86,Alto riesgo
4199,Matías Pérez,Masculino,29,7.6,83.7,52.4,No,Privada,6,2,112,Alta,No,6.8,Sin riesgo
4200,Gabriel Vargas,Masculino,19,0.0,56.7,64.0,Sí,Pública,4,2,60,Baja,No,6.04,Alto riesgo
4201,Valeria Pérez,Femenino,24,8.95,94.0,84.4,No,Privada,1,4,36,Alta,Sí,8.92,Sin riesgo
4202,Agustina Flores,Femenino,20,4.34,75.5,55.3,No,Pública,1,2,35,Alta,No,6.54,Riesgo moderado
4203,Damián Pérez,Masculino,25,6.88,54.1,81.9,No,Pública,3,4,117,Baja,No,6.8,Riesgo moderado
4204,Sofía Herrera,Femenino,24,7.21,80.8,69.5,No,Pública,1,3,20,Alta,No,7.52,Sin riesgo
4205,Carlos González,No informado,25,5.01,50.5,93.1,No,Pública,6,6,36,Baja,No,7.18,Alto riesgo
4206,Martín Ramírez,Masculino,24,5.93,88.8,54.0,No,Pública,5,1,112,Alta,No,7.14,Sin riesgo
4207,Emilia Medina,Femenino,28,6.64,82.5,67.1,No,Pública,2,4,46,Alta,No,7.48,Sin riesgo
4208,Camila Cabrera,Femenino,23,9.0,60.6,45.8,Sí,Pública,5,4,38,Baja,No,5.32,Sin riesgo
4209,Valentín Molina,Masculino,30,9.58,68.7,60.1,No,Pública,5,6,103,Baja,No,6.44,Sin riesgo
4210,Rodrigo Rodríguez,Masculino,24,7.77,50.4,70.4,No,Privada,5,2,41,Baja,No,6.04,Sin riesgo
4211,Julia García,Femenino,22,6.37,84.7,84.0,Sí,Pública,6,2,20,Alta,Sí,8.43,Sin riesgo
4212,Bruno García,Masculino,24,5.52,66.1,100.0,No,Privada,5,1,89,Baja,No,8.3,Alto riesgo
4213,Eduardo Ramírez,No informado,18,9.89,78.6,53.1,Sí,Pública,2,2,17,Alta,No,6.58,Sin riesgo
4214,Ignacio González,Masculino,18,9.9,97.8,77.9,Sí,Pública,4,3,86,Alta,Sí,8.78,Sin riesgo
4215,Agustín García,Masculino,26,0.0,65.0,62.9,No,Pública,1,5,70,Baja,No,6.4,Alto riesgo
4216,Pablo Cabrera,Masculino,22,8.71,99.5,68.9,No,Privada,5,2,37,Alta,No,8.42,Sin riesgo
4217,Carla Ortega,Femenino,30,5.95,81.6,90.2,No,Privada,5,1,109,Alta,Sí,8.59,Sin riesgo
4218,Gabriel González,Masculino,22,8.9,62.1,69.9,No,Privada,1,2,86,Baja,No,6.6,Sin riesgo
4219,Verónica Vargas,Femenino,25,6.45,71.8,79.1,Sí,Pública,1,1,96,Baja,No,7.54,Riesgo moderado
4220,Brenda Pérez,Femenino,22,5.96,87.0,79.4,No,Privada,4,6,105,Alta,Sí,8.32,Sin riesgo
4221,Isabel Álvarez,Femenino,20,8.47,72.3,88.2,No,Privada,3,5,39,Baja,No,8.02,Sin riesgo
4222,Hernán Martínez,Masculino,26,4.48,53.4,78.3,Sí,Privada,4,2,41,Baja,No,6.58,Alto riesgo
4223,Romina Castro,Femenino,26,4.29,58.4,43.9,No,Privada,3,1,80,Baja,No,5.12,Alto riesgo
4224,Alejandro Navarro,Masculino,23,6.69,89.6,60.5,No,Pública,6,5,44,Alta,No,7.5,Sin riesgo
4225,Diego Castro,Masculino,18,6.67,82.4,99.4,No,Pública,2,0,12,Alta,Sí,9.09,Sin riesgo
4226,Camila Romero,Femenino,24,9.37,78.5,51.8,Sí,Pública,4,4,58,Alta,No,6.52,Sin riesgo
4227,Carolina García,Femenino,24,4.76,58.4,75.2,No,Pública,2,5,93,Baja,No,6.68,Alto riesgo
4228,Alejandro Ramírez,Masculino,27,4.74,91.9,90.6,No,Pública,1,3,11,Alta,Sí,9.12,Sin riesgo
4229,Julia González,Femenino,27,4.88,98.0,75.2,No,Pública,4,0,6,Alta,Sí,8.66,Sin riesgo
4230,Romina Flores,Femenino,21,4.18,83.9,62.3,No,Pública,6,1,101,Alta,No,7.31,Sin riesgo
4231,Emilio Vega,Masculino,25,0.0,53.9,44.8,No,Pública,1,6,60,Baja,No,4.93,Alto riesgo
4232,Sofía Vega,Femenino,23,7.96,94.2,61.7,Sí,Privada,6,0,101,Alta,No,7.8,Sin riesgo
4233,Miguel Pérez,Masculino,21,6.59,90.8,50.9,Sí,Pública,6,2,108,Alta,No,7.08,Sin riesgo
4234,Hernán Rodríguez,Masculino,21,0.0,80.9,97.7,No,Pública,5,5,61,Alta,Sí,8.93,Sin riesgo
4235,Jimena López,Femenino,19,9.96,97.2,82.9,No,Pública,1,5,53,Alta,Sí,9.01,Sin riesgo
4236,Camila Gómez,Femenino,20,7.95,82.3,85.0,No,Pública,6,3,91,Alta,Sí,8.36,Sin riesgo
4237,Damián Martínez,Masculino,29,4.3,60.8,66.2,No,Pública,5,1,73,Baja,No,6.35,Alto riesgo
4238,Felipe Morales,Masculino,21,4.63,86.4,46.6,No,Pública,3,4,82,Alta,No,6.65,Sin riesgo
4239,Paula Pérez,Femenino,22,0.0,82.3,56.0,Sí,Pública,5,2,12,Alta,No,6.92,Sin riesgo
4240,Carolina Vega,Femenino,25,7.16,99.3,55.6,No,Pública,3,2,88,Alta,No,7.74,Sin riesgo
4241,Paula Navarro,Femenino,23,8.95,60.7,69.2,No,Privada,5,5,67,Baja,No,6.5,Sin riesgo
4242,Jimena Vega,Femenino,21,9.14,79.9,67.7,No,Privada,5,1,86,Alta,No,7.38,Sin riesgo
4243,Ignacio Suárez,Masculino,30,9.57,89.0,66.0,No,Privada,2,0,91,Alta,No,7.75,Sin riesgo
4244,Sofía Gómez,Femenino,28,9.7,66.9,69.8,No,Pública,2,2,97,Baja,No,6.83,Sin riesgo
4245,Aldana Suárez,Femenino,24,7.33,69.0,99.2,No,Privada,1,3,75,Baja,No,8.41,Sin riesgo
4246,Agustín García,Masculino,25,6.05,94.4,57.9,No,Privada,6,4,92,Alta,No,7.62,Sin riesgo
4247,Víctor Medina,Masculino,19,9.77,70.2,76.9,Sí,Privada,2,5,50,Baja,No,7.36,Sin riesgo
4248,Juan González,Masculino,29,7.28,81.2,54.4,Sí,Privada,3,4,93,Alta,No,6.78,Sin riesgo
4249,Luciana Cabrera,Femenino,24,0.0,94.5,68.0,No,Pública,2,4,82,Alta,No,8.12,Sin riesgo
4250,Brenda López,Femenino,19,7.86,60.5,52.0,No,Privada,1,4,106,Baja,No,5.62,Sin riesgo
4251,Rafael Morales,Masculino,19,7.53,99.1,73.5,No,Pública,4,2,71,Alta,Sí,8.63,Sin riesgo
4252,Carolina López,Femenino,25,9.37,85.1,55.9,Sí,Privada,3,2,50,Alta,No,7.05,Sin riesgo
4253,Carolina Pérez,Femenino,19,7.92,74.8,42.2,No,Privada,4,4,82,Baja,No,5.85,Sin riesgo
4254,Jimena Rivera,Femenino,28,6.09,71.5,88.9,No,Pública,3,0,71,Baja,No,8.02,Riesgo moderado
4255,Laura Álvarez,Femenino,19,9.8,97.7,47.7,Sí,Pública,6,2,46,Alta,No,7.27,Sin riesgo
4256,Paula Jiménez,Femenino,29,8.81,60.3,62.1,No,Pública,6,2,68,Baja,No,6.12,Sin riesgo
4257,Carolina Jiménez,Femenino,18,7.78,65.6,68.6,No,Privada,6,3,77,Baja,No,6.71,Sin riesgo
4258,Marcos Morales,Masculino,26,5.76,19.5,65.9,Sí,Pública,1,3,57,Baja,No,4.27,Alto riesgo
4259,Martina Castro,Femenino,18,6.24,64.5,83.5,No,Pública,2,4,75,Baja,No,7.4,Riesgo moderado
4260,Martina Castro,Femenino,27,8.02,73.4,100.0,Sí,Pública,4,3,94,Baja,No,8.67,Sin riesgo
4261,Marcos López,Masculino,30,4.43,99.5,57.7,No,Pública,4,5,11,Alta,No,7.86,Sin riesgo
4262,María Vargas,Femenino,27,5.54,94.4,43.1,Sí,Privada,2,2,11,Alta,No,6.88,Sin riesgo
4263,Tomás López,Masculino,19,8.28,66.4,86.1,No,Pública,1,3,112,Baja,No,7.62,Sin riesgo
4264,Lucas García,Masculino,23,6.88,71.1,61.2,No,Pública,2,0,40,Baja,No,6.62,Riesgo moderado
4265,César García,Masculino,23,6.41,83.5,93.4,No,Pública,5,2,120,Alta,Sí,8.85,Sin riesgo
4266,Martina Álvarez,Femenino,18,4.91,50.9,63.7,No,Privada,5,5,17,Baja,No,5.73,Alto riesgo
4267,Emilio Rodríguez,Masculino,24,6.65,91.0,83.1,No,Pública,6,2,71,Alta,Sí,8.7,Sin riesgo
4268,Emilio Gómez,Masculino,25,8.62,94.0,96.4,Sí,Privada,5,2,24,Alta,Sí,9.52,Sin riesgo
4269,Carla Ramos,Femenino,19,5.58,92.9,79.1,No,Pública,4,3,77,Alta,Sí,8.6,Sin riesgo
4270,Javier Muñoz,Masculino,25,4.03,68.8,64.8,No,Privada,6,0,57,Baja,No,6.68,Alto riesgo
4271,Bruno Ramos,Masculino,26,0.0,73.1,74.0,Sí,Pública,4,3,90,Baja,No,7.36,Riesgo moderado
4272,Elena Sánchez,Femenino,23,9.84,50.6,72.6,No,Privada,1,2,56,Baja,No,6.16,Sin riesgo
4273,Andrés Cabrera,Masculino,22,7.64,70.0,75.1,No,Pública,3,2,113,Baja,No,7.26,Sin riesgo
4274,Diego Ortega,Masculino,29,4.72,73.0,48.8,No,Privada,2,5,101,Baja,No,6.09,Riesgo moderado
4275,Marcos Cabrera,Masculino,26,5.92,95.3,81.9,Sí,Pública,1,4,65,Alta,Sí,8.86,Sin riesgo
4276,Tomás Morales,Masculino,30,9.21,94.7,48.7,Sí,Privada,4,3,91,Alta,No,7.17,Sin riesgo
4277,Ana Ortega,Femenino,29,5.4,98.3,40.9,Sí,Pública,1,3,91,Alta,No,6.96,Sin riesgo
4278,Sebastián Vargas,Masculino,28,7.65,94.3,77.5,Sí,Pública,4,5,106,Alta,Sí,8.59,Sin riesgo
4279,Miguel Navarro,Masculino,26,6.42,50.4,100.0,No,Pública,1,4,120,Baja,No,7.52,Riesgo moderado
4280,Alejandro González,Masculino,18,5.25,82.1,86.2,No,Pública,6,1,94,Alta,Sí,8.42,Sin riesgo
4281,Carolina López,No informado,28,8.88,53.4,92.0,Sí,Privada,2,2,100,Baja,No,7.27,Sin riesgo
4282,Carlos García,Masculino,20,8.46,63.6,96.7,Sí,Pública,4,2,65,Baja,No,8.02,Sin riesgo
4283,Carolina Molina,Femenino,26,7.97,78.9,79.9,No,Privada,5,1,60,Alta,Sí,7.94,Sin riesgo
4284,Miguel Cabrera,Masculino,28,5.42,85.0,68.9,No,Pública,1,0,96,Alta,No,7.7,Sin riesgo
4285,Valentín Romero,Masculino,19,4.59,82.7,100.0,No,Privada,4,1,98,Alta,Sí,9.14,Sin riesgo
4286,Luisa Morales,Femenino,29,7.46,52.5,69.5,Sí,Pública,3,5,44,Baja,No,6.1,Sin riesgo
4287,Luciana Jiménez,Femenino,18,7.32,55.2,51.4,Sí,Pública,6,3,85,Baja,No,5.33,Sin riesgo
4288,Javier Rodríguez,Masculino,21,0.0,56.4,60.9,No,Pública,1,2,67,Baja,No,5.86,Alto riesgo
4289,Andrés Vega,Masculino,19,4.34,84.2,83.1,No,Pública,1,4,61,Alta,Sí,8.36,Sin riesgo
4290,Rodrigo Molina,Masculino,20,4.48,58.9,53.0,No,Pública,4,4,86,Baja,No,5.6,Alto riesgo
4291,Nicolás Pérez,Masculino,30,9.96,84.4,55.8,Sí,Pública,1,2,93,Alta,No,7.01,Sin riesgo
4292,Marcos Navarro,Masculino,20,8.7,91.5,85.0,No,Privada,2,3,8,Alta,Sí,8.82,Sin riesgo
4293,Sofía Vega,Femenino,18,9.53,70.4,50.7,No,Pública,1,0,30,Baja,No,6.06,Sin riesgo
4294,Martina Ortega,Femenino,23,5.17,84.6,54.8,No,Pública,1,4,99,Alta,No,6.97,Sin riesgo
4295,Emilia Vargas,Femenino,25,9.76,60.0,41.1,Sí,Pública,4,2,66,Baja,No,5.06,Sin riesgo
4296,Valentina Ramírez,Femenino,29,4.86,6.0,83.2,No,Privada,2,3,80,Baja,No,4.46,Alto riesgo
4297,Emilia Pérez,Femenino,20,7.05,67.5,77.1,No,Privada,1,3,58,Baja,No,7.23,Sin riesgo
4298,Beatriz Romero,Femenino,22,0.0,92.3,81.7,Sí,Privada,5,4,116,Alta,Sí,8.7,Sin riesgo
4299,Carolina Cabrera,Femenino,18,6.1,97.3,52.9,No,Privada,6,3,66,Alta,No,7.51,Sin riesgo
4300,Marcos Herrera,Masculino,27,6.55,93.2,81.2,No,Privada,3,3,22,Alta,Sí,8.72,Sin riesgo
4301,Hernán Díaz,Masculino,24,4.77,53.4,75.8,No,Pública,1,0,14,Baja,No,6.46,Alto riesgo
4302,Bruno Cabrera,Masculino,27,4.74,82.5,62.0,Sí,Pública,5,4,40,Alta,No,7.22,Sin riesgo
4303,Bruno Ortega,Masculino,20,7.72,56.0,66.3,No,Pública,6,5,6,Baja,No,6.12,Sin riesgo
4304,Luisa Rivera,Femenino,18,8.05,50.3,74.1,Sí,Privada,6,5,64,Baja,No,6.22,Sin riesgo
4305,Brenda Díaz,Femenino,29,8.66,52.6,69.6,Sí,Privada,5,6,93,Baja,No,6.11,Sin riesgo
4306,Andrés Jiménez,Masculino,28,7.34,95.8,78.5,No,Privada,5,1,51,Alta,Sí,8.72,Sin riesgo
4307,Romina Morales,Femenino,26,7.87,95.4,50.9,No,Privada,5,1,77,Alta,No,7.32,Sin riesgo
4308,Ignacio Rodríguez,Masculino,25,4.08,61.3,72.4,Sí,Pública,3,3,115,Baja,No,6.68,Alto riesgo
4309,Carlos Gómez,Masculino,24,4.97,77.4,67.0,No,Privada,4,1,36,Alta,No,7.22,Riesgo moderado
4310,Agustina Ramírez,Femenino,27,9.91,81.3,67.7,Sí,Pública,5,0,73,Alta,No,7.45,Sin riesgo
4311,Clara Castro,Femenino,24,4.46,74.8,68.2,No,Pública,4,2,55,Baja,No,7.15,Riesgo moderado
4312,Carlos Sánchez,Masculino,22,8.07,69.7,92.9,Sí,Pública,6,2,71,Baja,No,8.13,Sin riesgo
4313,Víctor Suárez,Masculino,22,5.06,74.2,89.1,No,Pública,3,2,85,Baja,No,8.17,Riesgo moderado
4314,Daniela Castro,Femenino,28,8.3,44.9,77.8,No,Pública,6,6,81,Baja,No,6.14,Sin riesgo
4315,Santiago Suárez,Masculino,30,8.24,73.9,83.0,No,Pública,3,1,71,Baja,No,7.85,Sin riesgo
4316,Hernán Torres,Masculino,22,5.41,89.2,42.6,No,Pública,6,1,96,Alta,No,6.59,Sin riesgo
4317,Rafael Vargas,Masculino,18,5.62,71.6,84.6,No,Pública,2,1,72,Baja,No,7.81,Riesgo moderado
4318,Rafael Jiménez,Masculino,25,7.93,62.6,69.2,No,Pública,2,5,86,Baja,No,6.59,Sin riesgo
4319,Ana Martínez,Femenino,29,6.34,66.3,59.1,Sí,Privada,5,4,60,Baja,No,6.27,Riesgo moderado
4320,Beatriz Flores,Femenino,28,5.17,53.9,48.4,Sí,Privada,4,1,103,Baja,No,5.12,Alto riesgo
4321,Lucas Molina,Masculino,18,8.39,74.9,44.5,No,Pública,6,1,18,Baja,No,5.97,Sin riesgo
4322,Julia Romero,Femenino,21,4.92,57.4,42.7,Sí,Privada,3,4,20,Baja,No,5.0,Alto riesgo
4323,Juan Molina,Masculino,26,9.13,90.6,49.7,No,Pública,1,2,80,Alta,No,7.02,Sin riesgo
4324,Valeria Gómez,Femenino,26,7.09,71.0,41.8,No,Pública,2,6,79,Baja,No,5.64,Sin riesgo
4325,Tomás Aguilar,Masculino,22,4.63,88.3,84.0,Sí,Privada,2,3,70,Alta,Sí,8.62,Sin riesgo
4326,Juan Morales,Masculino,21,8.16,97.7,54.9,No,Pública,6,1,37,Alta,No,7.63,Sin riesgo
4327,Nicolás Jiménez,Masculino,20,7.11,92.5,62.1,Sí,Pública,1,5,17,Alta,No,7.73,Sin riesgo
4328,Alejandro Vargas,Masculino,20,5.79,97.6,89.4,Sí,Pública,4,2,34,Alta,Sí,9.35,Sin riesgo
4329,Luisa Vargas,Femenino,29,6.54,78.4,46.9,Sí,Pública,4,2,30,Alta,No,6.26,Riesgo moderado
4330,Javier Pérez,Masculino,22,5.79,58.3,90.1,Sí,Pública,4,2,118,Baja,No,7.42,Alto riesgo
4331,Sebastián Muñoz,Masculino,27,5.58,96.8,78.4,No,Pública,5,5,86,Alta,Sí,8.76,Sin riesgo
4332,Damián Medina,Masculino,18,4.98,93.4,60.5,No,Pública,5,1,17,Alta,No,7.7,Sin riesgo
